SearchQuery,Title,Abstract,Authors,Year,Citations,Venue,URL,recency_score,citations_score,combined_text
classification,Bag of Tricks for Efficient Text Classification,"This paper explores a simple and efficient baseline for text classification. Our experiments show that our fast text classifier fastText is often on par with deep learning classifiers in terms of accuracy, and many orders of magnitude faster for training and evaluation. We can train fastText on more than one billion words in less than ten minutes using a standard multicore CPU, and classify half a million sentences among 312K classes in less than a minute.","Armand Joulin, Edouard Grave, Piotr Bojanowski, Tomas Mikolov",2016.0,4727,Conference of the European Chapter of the Association for Computational Linguistics,https://www.semanticscholar.org/paper/892e53fe5cd39f037cb2a961499f42f3002595dd,0.9359999999999999,0.03841215667154234,classification bag of tricks for efficient text classification this paper explores a simple and efficient baseline for text classification our experiments show that our fast text classifier fasttext is often on par with deep learning classifiers in terms of accuracy and many orders of magnitude faster for training and evaluation we can train fasttext on more than one billion words in less than ten minutes using a standard multicore cpu and classify half a million sentences among 312k classes in less than a minute armand joulin edouard grave piotr bojanowski tomas mikolov
classification,Dermatologist-level classification of skin cancer with deep neural networks,,"A. Esteva, Brett Kuprel, R. Novoa, J. Ko, S. Swetter, H. Blau, S. Thrun",2017.0,11140,Nature,https://www.semanticscholar.org/paper/e1ec11a1cb3d9745fb18d3bf74247f95a6663d08,0.9439999999999991,0.09052494718023729,classification dermatologistlevel classification of skin cancer with deep neural networks nan a esteva brett kuprel r novoa j ko s swetter h blau s thrun
classification,Delving Deep into Rectifiers: Surpassing Human-Level Performance on ImageNet Classification,"Rectified activation units (rectifiers) are essential for state-of-the-art neural networks. In this work, we study rectifier neural networks for image classification from two aspects. First, we propose a Parametric Rectified Linear Unit (PReLU) that generalizes the traditional rectified unit. PReLU improves model fitting with nearly zero extra computational cost and little overfitting risk. Second, we derive a robust initialization method that particularly considers the rectifier nonlinearities. This method enables us to train extremely deep rectified models directly from scratch and to investigate deeper or wider network architectures. Based on the learnable activation and advanced initialization, we achieve 4.94% top-5 test error on the ImageNet 2012 classification dataset. This is a 26% relative improvement over the ILSVRC 2014 winner (GoogLeNet, 6.66% [33]). To our knowledge, our result is the first to surpass the reported human-level performance (5.1%, [26]) on this dataset.","Kaiming He, X. Zhang, Shaoqing Ren, Jian Sun",2015.0,19164,IEEE International Conference on Computer Vision,https://www.semanticscholar.org/paper/d6f2f611da110b5b5061731be3fc4c7f45d8ee23,0.9280000000000008,0.15572891272549977,classification delving deep into rectifiers surpassing humanlevel performance on imagenet classification rectified activation units rectifiers are essential for stateoftheart neural networks in this work we study rectifier neural networks for image classification from two aspects first we propose a parametric rectified linear unit prelu that generalizes the traditional rectified unit prelu improves model fitting with nearly zero extra computational cost and little overfitting risk second we derive a robust initialization method that particularly considers the rectifier nonlinearities this method enables us to train extremely deep rectified models directly from scratch and to investigate deeper or wider network architectures based on the learnable activation and advanced initialization we achieve 494 top5 test error on the imagenet 2012 classification dataset this is a 26 relative improvement over the ilsvrc 2014 winner googlenet 666 33 to our knowledge our result is the first to surpass the reported humanlevel performance 51 26 on this dataset kaiming he x zhang shaoqing ren jian sun
classification,Character-level Convolutional Networks for Text Classification,"This article offers an empirical exploration on the use of character-level convolutional networks (ConvNets) for text classification. We constructed several large-scale datasets to show that character-level convolutional networks could achieve state-of-the-art or competitive results. Comparisons are offered against traditional models such as bag of words, n-grams and their TFIDF variants, and deep learning models such as word-based ConvNets and recurrent neural networks.","Xiang Zhang, J. Zhao, Yann LeCun",2015.0,6383,Neural Information Processing Systems,https://www.semanticscholar.org/paper/51a55df1f023571a7e07e338ee45a3e3d66ef73e,0.9280000000000008,0.05186900698846092,classification characterlevel convolutional networks for text classification this article offers an empirical exploration on the use of characterlevel convolutional networks convnets for text classification we constructed several largescale datasets to show that characterlevel convolutional networks could achieve stateoftheart or competitive results comparisons are offered against traditional models such as bag of words ngrams and their tfidf variants and deep learning models such as wordbased convnets and recurrent neural networks xiang zhang j zhao yann lecun
classification,Semi-Supervised Classification with Graph Convolutional Networks,We present a scalable approach for semi-supervised learning on graph-structured data that is based on an efficient variant of convolutional neural networks which operate directly on graphs. We motivate the choice of our convolutional architecture via a localized first-order approximation of spectral graph convolutions. Our model scales linearly in the number of graph edges and learns hidden layer representations that encode both local graph structure and features of nodes. In a number of experiments on citation networks and on a knowledge graph dataset we demonstrate that our approach outperforms related methods by a significant margin.,"Thomas Kipf, M. Welling",2016.0,30811,International Conference on Learning Representations,https://www.semanticscholar.org/paper/36eff562f65125511b5dfab68ce7f7a943c27478,0.9359999999999999,0.2503738013976922,classification semisupervised classification with graph convolutional networks we present a scalable approach for semisupervised learning on graphstructured data that is based on an efficient variant of convolutional neural networks which operate directly on graphs we motivate the choice of our convolutional architecture via a localized firstorder approximation of spectral graph convolutions our model scales linearly in the number of graph edges and learns hidden layer representations that encode both local graph structure and features of nodes in a number of experiments on citation networks and on a knowledge graph dataset we demonstrate that our approach outperforms related methods by a significant margin thomas kipf m welling
classification,Points of Significance: Classification and regression trees,,"L. Breiman, R. Olshen",2017.0,11223,Nature Methods,https://www.semanticscholar.org/paper/447b4e961791d3620f6ef4609bda814c2e874c3f,0.9439999999999991,0.09119941491955144,classification points of significance classification and regression trees nan l breiman r olshen
classification,ILAE classification of the epilepsies: Position paper of the ILAE Commission for Classification and Terminology,"The International League Against Epilepsy (ILAE) Classification of the Epilepsies has been updated to reflect our gain in understanding of the epilepsies and their underlying mechanisms following the major scientific advances that have taken place since the last ratified classification in 1989. As a critical tool for the practicing clinician, epilepsy classification must be relevant and dynamic to changes in thinking, yet robust and translatable to all areas of the globe. Its primary purpose is for diagnosis of patients, but it is also critical for epilepsy research, development of antiepileptic therapies, and communication around the world. The new classification originates from a draft document submitted for public comments in 2013, which was revised to incorporate extensive feedback from the international epilepsy community over several rounds of consultation. It presents three levels, starting with seizure type, where it assumes that the patient is having epileptic seizures as defined by the new 2017 ILAE Seizure Classification. After diagnosis of the seizure type, the next step is diagnosis of epilepsy type, including focal epilepsy, generalized epilepsy, combined generalized, and focal epilepsy, and also an unknown epilepsy group. The third level is that of epilepsy syndrome, where a specific syndromic diagnosis can be made. The new classification incorporates etiology along each stage, emphasizing the need to consider etiology at each step of diagnosis, as it often carries significant treatment implications. Etiology is broken into six subgroups, selected because of their potential therapeutic consequences. New terminology is introduced such as developmental and epileptic encephalopathy. The term benign is replaced by the terms self‐limited and pharmacoresponsive, to be used where appropriate. It is hoped that this new framework will assist in improving epilepsy care and research in the 21st century.","I. Scheffer, S. Berkovic, G. Capovilla, M. Connolly, J. French, L. Guilhoto, E. Hirsch, Satish Jain, G. Mathern, S. Moshé, D. Nordli, E. Perucca, T. Tomson, S. Wiebe, Yuehua Zhang, S. Zuberi",2017.0,4146,Epilepsia,https://www.semanticscholar.org/paper/f75598356f1891a71daa77bfed174d533b77c95e,0.9439999999999991,0.03369088249634325,classification ilae classification of the epilepsies position paper of the ilae commission for classification and terminology the international league against epilepsy ilae classification of the epilepsies has been updated to reflect our gain in understanding of the epilepsies and their underlying mechanisms following the major scientific advances that have taken place since the last ratified classification in 1989 as a critical tool for the practicing clinician epilepsy classification must be relevant and dynamic to changes in thinking yet robust and translatable to all areas of the globe its primary purpose is for diagnosis of patients but it is also critical for epilepsy research development of antiepileptic therapies and communication around the world the new classification originates from a draft document submitted for public comments in 2013 which was revised to incorporate extensive feedback from the international epilepsy community over several rounds of consultation it presents three levels starting with seizure type where it assumes that the patient is having epileptic seizures as defined by the new 2017 ilae seizure classification after diagnosis of the seizure type the next step is diagnosis of epilepsy type including focal epilepsy generalized epilepsy combined generalized and focal epilepsy and also an unknown epilepsy group the third level is that of epilepsy syndrome where a specific syndromic diagnosis can be made the new classification incorporates etiology along each stage emphasizing the need to consider etiology at each step of diagnosis as it often carries significant treatment implications etiology is broken into six subgroups selected because of their potential therapeutic consequences new terminology is introduced such as developmental and epileptic encephalopathy the term benign is replaced by the terms selflimited and pharmacoresponsive to be used where appropriate it is hoped that this new framework will assist in improving epilepsy care and research in the 21st century i scheffer s berkovic g capovilla m connolly j french l guilhoto e hirsch satish jain g mathern s moshé d nordli e perucca t tomson s wiebe yuehua zhang s zuberi
classification,"Headache Classification Committee of the International Headache Society (IHS) The International Classification of Headache Disorders, 3rd edition",,M. Arnold,2018.0,9396,Cephalalgia,https://www.semanticscholar.org/paper/2d815be7e2584a849efbb090f37adb9a36110d2b,0.9520000000000017,0.07635299853729888,classification headache classification committee of the international headache society ihs the international classification of headache disorders 3rd edition nan m arnold
classification,Convolutional Neural Networks for Sentence Classification,"We report on a series of experiments with convolutional neural networks (CNN) trained on top of pre-trained word vectors for sentence-level classification tasks. We show that a simple CNN with little hyperparameter tuning and static vectors achieves excellent results on multiple benchmarks. Learning task-specific vectors through fine-tuning offers further gains in performance. We additionally propose a simple modification to the architecture to allow for the use of both task-specific and static vectors. The CNN models discussed herein improve upon the state of the art on 4 out of 7 tasks, which include sentiment analysis and question classification.",Yoon Kim,2014.0,13617,Conference on Empirical Methods in Natural Language Processing,https://www.semanticscholar.org/paper/1f6ba0782862ec12a5ec6d7fb608523d55b0c6ba,0.9200000000000017,0.11065333983422722,classification convolutional neural networks for sentence classification we report on a series of experiments with convolutional neural networks cnn trained on top of pretrained word vectors for sentencelevel classification tasks we show that a simple cnn with little hyperparameter tuning and static vectors achieves excellent results on multiple benchmarks learning taskspecific vectors through finetuning offers further gains in performance we additionally propose a simple modification to the architecture to allow for the use of both taskspecific and static vectors the cnn models discussed herein improve upon the state of the art on 4 out of 7 tasks which include sentiment analysis and question classification yoon kim
classification,The 5th edition of the World Health Organization Classification of Haematolymphoid Tumours: Myeloid and Histiocytic/Dendritic Neoplasms,"The upcoming 5th edition of the World Health Organization (WHO) Classification of Haematolymphoid Tumours is part of an effort to hierarchically catalogue human cancers arising in various organ systems within a single relational database. This paper summarizes the new WHO classification scheme for myeloid and histiocytic/dendritic neoplasms and provides an overview of the principles and rationale underpinning changes from the prior edition. The definition and diagnosis of disease types continues to be based on multiple clinicopathologic parameters, but with refinement of diagnostic criteria and emphasis on therapeutically and/or prognostically actionable biomarkers. While a genetic basis for defining diseases is sought where possible, the classification strives to keep practical worldwide applicability in perspective. The result is an enhanced, contemporary, evidence-based classification of myeloid and histiocytic/dendritic neoplasms, rooted in molecular biology and an organizational structure that permits future scalability as new discoveries continue to inexorably inform future editions.","J. Khoury, E. Solary, O. Abla, Yassmine M N Akkari, R. Alaggio, J. Apperley, R. Bejar, E. Berti, L. Busque, J. C. Chan, Weina Chen, Xinfa Chen, W. Chng, J. Choi, I. Colmenero, S. Coupland, N. Cross, D. de Jong, M. Elghetany, Emiko Takahashi, J. Emile, J. Ferry, L. Fogelstrand, M. Fontenay, U. Germing, S. Gujral, T. Haferlach, C. Harrison, Jennelle C Hodge, Shimin Hu, J. Jansen, R. Kanagal-Shamanna, H. Kantarjian, C. Kratz, Xiao-Qiu Li, M. Lim, K. Loeb, S. Loghavi, Andrea N Marcogliese, S. Meshinchi, P. Michaels, K. Naresh, Y. Natkunam, Reza Nejati, G. Ott, E. Padron, K. Patel, N. Patkar, J. Picarsic, U. Platzbecker, Irene Roberts, Anna Schuh, W. Sewell, R. Siebert, P. Tembhare, J. Tyner, S. Verstovsek, Wei Wang, Brent Wood, W. Xiao, Cecilia C S Yeung, A. Hochhaus",2022.0,2611,Leukemia,https://www.semanticscholar.org/paper/e414a2e2b1e6dac4d54513026a2306f91a2850ca,0.9840000000000018,0.021217292377701934,classification the 5th edition of the world health organization classification of haematolymphoid tumours myeloid and histiocyticdendritic neoplasms the upcoming 5th edition of the world health organization who classification of haematolymphoid tumours is part of an effort to hierarchically catalogue human cancers arising in various organ systems within a single relational database this paper summarizes the new who classification scheme for myeloid and histiocyticdendritic neoplasms and provides an overview of the principles and rationale underpinning changes from the prior edition the definition and diagnosis of disease types continues to be based on multiple clinicopathologic parameters but with refinement of diagnostic criteria and emphasis on therapeutically andor prognostically actionable biomarkers while a genetic basis for defining diseases is sought where possible the classification strives to keep practical worldwide applicability in perspective the result is an enhanced contemporary evidencebased classification of myeloid and histiocyticdendritic neoplasms rooted in molecular biology and an organizational structure that permits future scalability as new discoveries continue to inexorably inform future editions j khoury e solary o abla yassmine m n akkari r alaggio j apperley r bejar e berti l busque j c chan weina chen xinfa chen w chng j choi i colmenero s coupland n cross d de jong m elghetany emiko takahashi j emile j ferry l fogelstrand m fontenay u germing s gujral t haferlach c harrison jennelle c hodge shimin hu j jansen r kanagalshamanna h kantarjian c kratz xiaoqiu li m lim k loeb s loghavi andrea n marcogliese s meshinchi p michaels k naresh y natkunam reza nejati g ott e padron k patel n patkar j picarsic u platzbecker irene roberts anna schuh w sewell r siebert p tembhare j tyner s verstovsek wei wang brent wood w xiao cecilia c s yeung a hochhaus
classification,Universal Language Model Fine-tuning for Text Classification,"Inductive transfer learning has greatly impacted computer vision, but existing approaches in NLP still require task-specific modifications and training from scratch. We propose Universal Language Model Fine-tuning (ULMFiT), an effective transfer learning method that can be applied to any task in NLP, and introduce techniques that are key for fine-tuning a language model. Our method significantly outperforms the state-of-the-art on six text classification tasks, reducing the error by 18-24% on the majority of datasets. Furthermore, with only 100 labeled examples, it matches the performance of training from scratch on 100 times more data. We open-source our pretrained models and code.","Jeremy Howard, Sebastian Ruder",2018.0,3795,Annual Meeting of the Association for Computational Linguistics,https://www.semanticscholar.org/paper/1e077413b25c4d34945cc2707e17e46ed4fe784a,0.9520000000000017,0.030838615309605074,classification universal language model finetuning for text classification inductive transfer learning has greatly impacted computer vision but existing approaches in nlp still require taskspecific modifications and training from scratch we propose universal language model finetuning ulmfit an effective transfer learning method that can be applied to any task in nlp and introduce techniques that are key for finetuning a language model our method significantly outperforms the stateoftheart on six text classification tasks reducing the error by 1824 on the majority of datasets furthermore with only 100 labeled examples it matches the performance of training from scratch on 100 times more data we opensource our pretrained models and code jeremy howard sebastian ruder
